user_id,segment_id,segment,归属置信度,宏观结构,是否边界用户,x_umap,y_umap
0058,4,高价值稳定型2,0.9468,宏观群0,0,2.7054,8.8503
0059,1,流失预警型,0.5193,宏观群1,0,5.6624,4.0324
0060,2,高价值稳定型,0.5566,宏观群0,0,2.3873,8.6594
0061,2,高价值稳定型,0.9799,宏观群0,0,0.6285,9.0428
0062,2,高价值稳定型,0.9622,宏观群0,0,0.9989,7.7219
0063,5,生鲜高频型,0.7201,宏观群1,0,5.5344,4.1006
0064,2,高价值稳定型,0.9892,宏观群0,0,0.849,7.8667
0065,0,促销敏感型,0.6542,宏观群0,0,5.4345,5.8686
0066,3,促销敏感型2,0.5054,宏观群0,0,6.6436,9.3009
0067,4,高价值稳定型2,0.9633,宏观群0,0,4.498,9.0364
0068,2,高价值稳定型,0.9715,宏观群0,0,1.4339,9.0884
0069,4,高价值稳定型2,0.6781,宏观群0,0,7.2382,7.8799
0070,2,高价值稳定型,0.9231,宏观群0,0,0.9157,7.8299
0071,2,高价值稳定型,0.9648,宏观群0,0,2.0936,7.1574
0072,2,高价值稳定型,0.5858,宏观群0,0,1.7868,7.7224
0073,2,高价值稳定型,0.8873,宏观群0,0,0.6463,9.1937
0074,2,高价值稳定型,0.9754,宏观群0,0,0.538,9.128
0075,2,高价值稳定型,0.9951,宏观群0,0,0.4322,8.6098
0076,2,高价值稳定型,0.9885,宏观群0,0,1.2879,8.9053
0077,6,类目集中型,0.9646,宏观群0,0,4.818,8.3093
0078,2,高价值稳定型,0.8876,宏观群0,0,0.9337,9.0114
0079,1,流失预警型,1.0,宏观群0,0,6.3838,6.1595
0080,1,流失预警型,0.8216,宏观群0,0,6.1218,7.6453
0081,2,高价值稳定型,0.9992,宏观群0,0,0.1326,8.701
0082,0,促销敏感型,0.8409,宏观群0,0,4.3276,9.6151
0083,2,高价值稳定型,0.9765,宏观群0,0,1.9196,6.7128
0084,2,高价值稳定型,0.9953,宏观群0,0,0.7019,9.1439
0085,4,高价值稳定型2,0.9489,宏观群0,0,5.0906,9.5759
0086,4,高价值稳定型2,0.959,宏观群0,0,3.9082,8.9476
0087,2,高价值稳定型,0.9957,宏观群0,0,0.709,8.968
0088,2,高价值稳定型,0.8343,宏观群0,0,1.609,6.8698
0089,1,流失预警型,1.0,宏观群0,0,6.4609,6.1012
0090,2,高价值稳定型,0.9793,宏观群0,0,1.3963,8.1811
0091,2,高价值稳定型,0.9899,宏观群0,0,0.2245,8.5898
0092,2,高价值稳定型,0.9743,宏观群0,0,0.1233,8.4863
0093,2,高价值稳定型,0.9978,宏观群0,0,0.1498,8.623
0094,2,高价值稳定型,0.9735,宏观群0,0,1.7718,7.604
0095,2,高价值稳定型,0.7336,宏观群0,0,0.5735,8.3888
0096,0,促销敏感型,0.3275,宏观群0,0,3.4943,7.6646
0097,6,类目集中型,0.9999,宏观群0,0,8.8169,7.976
0098,0,促销敏感型,0.949,宏观群0,0,7.6128,6.6983
0099,4,高价值稳定型2,0.964,宏观群0,0,5.1016,7.9225
0100,5,生鲜高频型,0.9586,宏观群1,0,5.1523,3.3596
0101,1,流失预警型,0.4309,宏观群0,0,7.6449,9.0461
0102,2,高价值稳定型,0.9818,宏观群0,0,0.1992,8.6482
0103,2,高价值稳定型,0.2547,宏观群0,0,2.7101,6.0174
0104,2,高价值稳定型,0.5922,宏观群0,0,3.3081,7.9154
0105,2,高价值稳定型,0.9953,宏观群0,0,0.1822,8.6419
0106,2,高价值稳定型,0.9944,宏观群0,0,1.1917,8.6749
0107,4,高价值稳定型2,0.6427,宏观群0,0,1.8722,8.9655
0108,2,高价值稳定型,0.9978,宏观群0,0,0.4117,9.1091
0109,4,高价值稳定型2,0.9004,宏观群0,0,6.101,9.1976
0110,2,高价值稳定型,0.9903,宏观群0,0,1.7384,6.667
0111,5,生鲜高频型,0.4967,宏观群1,0,4.0932,4.9434
0112,3,促销敏感型2,0.968,宏观群0,0,5.9564,8.9697
0113,2,高价值稳定型,0.871,宏观群0,0,0.2381,8.6066
0114,4,高价值稳定型2,0.9303,宏观群0,0,6.2673,8.9193
0115,2,高价值稳定型,0.9207,宏观群0,0,1.9956,6.0177
0116,0,促销敏感型,0.9639,宏观群0,0,6.0648,10.7753
0117,4,高价值稳定型2,0.7425,宏观群0,0,1.4906,8.2303
0118,2,高价值稳定型,0.9347,宏观群0,0,1.9953,8.6577
0119,2,高价值稳定型,0.9887,宏观群0,0,1.3046,8.9591
0120,3,促销敏感型2,0.8499,宏观群0,0,6.4791,10.4733
0121,2,高价值稳定型,0.9532,宏观群0,0,0.2268,8.4324
0122,2,高价值稳定型,0.9848,宏观群0,0,1.8236,7.0276
0123,3,促销敏感型2,0.9986,宏观群0,0,6.703,10.2238
0124,5,生鲜高频型,0.9491,宏观群1,0,6.037,3.8142
0125,3,促销敏感型2,1.0,宏观群0,0,7.2331,10.8503
0126,2,高价值稳定型,0.981,宏观群0,0,1.4803,7.7739
0127,2,高价值稳定型,0.9991,宏观群0,0,0.6333,9.1583
0128,2,高价值稳定型,0.9845,宏观群0,0,1.7827,6.2025
0129,2,高价值稳定型,0.9702,宏观群0,0,1.7941,6.1546
0130,2,高价值稳定型,0.9865,宏观群0,0,0.808,7.6312
0131,0,促销敏感型,0.704,宏观群0,0,6.5317,7.5667
0132,4,高价值稳定型2,0.9597,宏观群0,0,6.126,9.1452
0133,2,高价值稳定型,0.9913,宏观群0,0,0.8332,8.4567
0134,2,高价值稳定型,0.9537,宏观群0,0,1.3303,8.8338
0135,3,促销敏感型2,0.9269,宏观群0,0,7.3546,8.9935
0136,2,高价值稳定型,0.4537,宏观群0,0,2.3054,6.1422
0137,6,类目集中型,0.7114,宏观群0,0,5.9504,7.5223
0138,5,生鲜高频型,0.9674,宏观群1,0,5.8596,3.089
0139,2,高价值稳定型,0.8998,宏观群0,0,0.2426,8.7562
0140,2,高价值稳定型,0.9941,宏观群0,0,1.7074,6.5583
0141,5,生鲜高频型,0.7537,宏观群1,0,5.794,3.9683
0142,2,高价值稳定型,0.9958,宏观群0,0,0.1893,8.8081
0143,4,高价值稳定型2,0.7574,宏观群0,0,4.7234,9.6632
0144,2,高价值稳定型,0.9872,宏观群0,0,0.2409,8.7675
0145,2,高价值稳定型,0.9651,宏观群0,0,0.3282,8.9515
0146,2,高价值稳定型,0.931,宏观群0,0,0.423,8.7184
0147,6,类目集中型,0.9723,宏观群0,0,7.6667,8.1127
0148,3,促销敏感型2,0.9977,宏观群0,0,7.9213,9.893
0149,1,流失预警型,0.5469,宏观群0,0,2.729,7.3576
0150,0,促销敏感型,0.5521,宏观群0,0,3.7082,6.6681
0151,2,高价值稳定型,0.998,宏观群0,0,0.6333,8.927
0152,2,高价值稳定型,0.969,宏观群0,0,1.0423,7.4319
0153,2,高价值稳定型,0.532,宏观群0,0,2.5721,8.3125
0154,6,类目集中型,0.9883,宏观群0,0,8.0422,7.9182
0155,0,促销敏感型,0.8329,宏观群0,0,2.7304,7.7261
0156,2,高价值稳定型,0.9121,宏观群0,0,0.9261,8.6259
0157,4,高价值稳定型2,0.5095,宏观群0,0,5.3513,5.8552
0158,1,流失预警型,1.0,宏观群0,0,6.5736,6.0806
0159,2,高价值稳定型,0.7276,宏观群0,0,2.3783,7.794
0160,0,促销敏感型,0.7024,宏观群0,0,7.312,8.489
0161,6,类目集中型,0.9149,宏观群0,0,8.2092,7.6164
0162,4,高价值稳定型2,0.9056,宏观群0,0,3.2631,7.9263
0163,2,高价值稳定型,0.9393,宏观群0,0,1.2156,8.2255
0164,2,高价值稳定型,0.9826,宏观群0,0,0.929,8.9928
0165,5,生鲜高频型,0.9278,宏观群1,0,5.8601,3.1459
0166,0,促销敏感型,0.9883,宏观群0,0,2.4514,7.6352
0167,4,高价值稳定型2,0.7719,宏观群0,0,1.4201,8.55
0168,4,高价值稳定型2,0.5486,宏观群0,0,1.4022,8.5995
0169,0,促销敏感型,0.4255,宏观群0,0,4.2874,9.4384
0170,1,流失预警型,1.0,宏观群0,0,6.2527,5.9776
0171,2,高价值稳定型,0.9211,宏观群0,0,2.155,6.8848
0172,2,高价值稳定型,0.8635,宏观群0,0,1.7851,8.3404
0173,4,高价值稳定型2,0.919,宏观群0,0,5.8591,9.1844
0174,2,高价值稳定型,0.9783,宏观群0,0,0.2082,8.7582
0175,1,流失预警型,1.0,宏观群0,0,6.1421,5.9552
0176,2,高价值稳定型,0.938,宏观群0,0,1.721,7.1894
0177,2,高价值稳定型,0.8832,宏观群0,0,1.718,8.1459
0178,3,促销敏感型2,0.9996,宏观群0,0,7.0378,10.0553
0179,4,高价值稳定型2,0.8255,宏观群0,0,1.938,8.8062
0180,6,类目集中型,0.5178,宏观群1,0,4.8619,4.3423
0181,2,高价值稳定型,0.9811,宏观群0,0,0.6745,8.029
0182,4,高价值稳定型2,0.8726,宏观群0,0,4.7595,7.7758
0183,2,高价值稳定型,0.9931,宏观群0,0,1.0203,9.0539
0184,1,流失预警型,1.0,宏观群0,0,2.5863,7.2837
0185,0,促销敏感型,0.7608,宏观群1,0,5.1509,4.6244
0186,3,促销敏感型2,0.7135,宏观群0,0,7.6516,7.9849
0187,2,高价值稳定型,0.9377,宏观群0,0,2.3582,7.3399
0188,4,高价值稳定型2,0.4199,宏观群0,0,3.0188,7.9983
0189,4,高价值稳定型2,0.832,宏观群0,0,3.4246,8.9563
0190,2,高价值稳定型,0.9801,宏观群0,0,0.6146,9.0137
0191,4,高价值稳定型2,0.9774,宏观群0,0,4.9522,7.8393
0192,1,流失预警型,1.0,宏观群0,0,5.7908,5.5577
0193,1,流失预警型,0.6281,宏观群0,0,2.3325,6.3246
0194,5,生鲜高频型,0.8207,宏观群1,0,5.9024,4.0413
0195,3,促销敏感型2,0.9977,宏观群0,0,6.7173,10.4549
0196,4,高价值稳定型2,0.5542,宏观群0,0,1.1227,7.8939
0197,2,高价值稳定型,0.9677,宏观群0,0,1.9891,6.9111
0198,4,高价值稳定型2,0.9689,宏观群0,0,4.0569,9.1687
0199,4,高价值稳定型2,0.5134,宏观群0,0,1.1461,8.2086
0200,4,高价值稳定型2,0.9045,宏观群0,0,5.4378,9.4319
0201,4,高价值稳定型2,0.5954,宏观群0,0,1.9113,8.8956
0202,3,促销敏感型2,0.9989,宏观群0,0,7.4411,9.9376
0203,2,高价值稳定型,0.9847,宏观群0,0,1.418,7.9878
0204,2,高价值稳定型,0.9917,宏观群0,0,0.3929,8.2715
0205,2,高价值稳定型,0.9994,宏观群0,0,0.1643,8.6878
0206,3,促销敏感型2,0.9828,宏观群0,0,5.8816,8.9208
0207,2,高价值稳定型,0.5679,宏观群0,0,2.3572,6.7884
0208,0,促销敏感型,0.698,宏观群0,0,6.8949,7.1478
0209,2,高价值稳定型,0.6626,宏观群0,0,2.7903,6.3225
0210,2,高价值稳定型,0.9991,宏观群0,0,0.0845,8.7067
0211,4,高价值稳定型2,0.876,宏观群0,0,6.6025,8.0259
0212,2,高价值稳定型,0.9914,宏观群0,0,0.1801,8.7914
0213,3,促销敏感型2,0.9982,宏观群0,0,8.8592,6.1482
0214,3,促销敏感型2,0.5186,宏观群0,0,6.2187,9.7056
0215,2,高价值稳定型,0.957,宏观群0,0,0.2009,8.7851
0216,0,促销敏感型,0.9454,宏观群0,0,2.9161,7.6713
0217,2,高价值稳定型,0.9165,宏观群0,0,1.8314,6.0807
0218,4,高价值稳定型2,0.5568,宏观群0,0,5.9917,7.6272
0219,6,类目集中型,0.9882,宏观群0,0,8.2868,7.6623
0220,2,高价值稳定型,0.4978,宏观群0,0,1.2926,8.7862
0221,2,高价值稳定型,0.9207,宏观群0,0,1.7774,7.723
0222,5,生鲜高频型,0.841,宏观群1,0,5.8753,4.0115
0223,2,高价值稳定型,0.9961,宏观群0,0,0.3183,8.1368
0224,3,促销敏感型2,0.9857,宏观群0,0,6.8392,9.8988
0225,3,促销敏感型2,0.6225,宏观群1,0,5.4682,4.1362
0226,2,高价值稳定型,0.958,宏观群0,0,0.7553,7.8791
0227,2,高价值稳定型,0.7817,宏观群0,0,0.6781,7.8175
0228,2,高价值稳定型,0.9755,宏观群0,0,1.7417,7.0503
0229,2,高价值稳定型,0.9785,宏观群0,0,1.6445,6.6831
0230,0,促销敏感型,0.408,宏观群0,0,7.2086,7.7709
0231,2,高价值稳定型,0.9972,宏观群0,0,0.4268,9.181
0232,3,促销敏感型2,0.6645,宏观群0,0,5.0816,8.8264
0233,1,流失预警型,0.7874,宏观群0,0,6.1209,6.8329
0234,3,促销敏感型2,0.9996,宏观群0,0,8.8004,6.0382
0235,2,高价值稳定型,0.9918,宏观群0,0,0.7908,9.1249
0236,2,高价值稳定型,0.9871,宏观群0,0,0.3441,8.6204
0237,0,促销敏感型,0.4945,宏观群0,0,2.4747,6.5597
0238,2,高价值稳定型,0.7194,宏观群0,0,0.6295,8.7892
0239,1,流失预警型,1.0,宏观群0,0,6.2031,5.9908
0240,4,高价值稳定型2,0.8776,宏观群0,0,6.2575,8.1505
0241,2,高价值稳定型,0.877,宏观群0,0,1.9881,8.4087
0242,2,高价值稳定型,0.8288,宏观群0,0,0.7318,8.4024
0243,4,高价值稳定型2,0.6555,宏观群0,0,5.1655,7.0863
0244,4,高价值稳定型2,0.8731,宏观群0,0,3.3153,6.6683
0245,0,促销敏感型,0.5456,宏观群0,0,7.8724,7.3298
0246,2,高价值稳定型,0.9651,宏观群0,0,2.0436,6.9429
0247,2,高价值稳定型,0.9709,宏观群0,0,1.811,6.5163
0248,1,流失预警型,0.3308,宏观群0,0,6.1015,7.5685
0249,2,高价值稳定型,0.7199,宏观群0,0,1.6938,8.0542
0250,2,高价值稳定型,0.9933,宏观群0,0,0.1487,8.7233
0251,4,高价值稳定型2,0.751,宏观群0,0,4.8344,7.1209
0252,3,促销敏感型2,0.9769,宏观群0,0,7.3607,9.0483
0253,2,高价值稳定型,0.6713,宏观群0,0,3.6477,6.4944
0254,3,促销敏感型2,0.9732,宏观群0,0,7.6575,9.1086
0255,2,高价值稳定型,0.8157,宏观群0,0,0.853,8.2502
0256,2,高价值稳定型,0.9788,宏观群0,0,1.2617,8.3322
0257,6,类目集中型,0.9911,宏观群0,0,8.6042,7.9952
0258,2,高价值稳定型,0.6586,宏观群0,0,1.5309,8.2352
0259,2,高价值稳定型,0.7106,宏观群0,0,2.4331,7.0826
0260,2,高价值稳定型,0.8866,宏观群0,0,0.2462,8.5591
0261,2,高价值稳定型,0.7417,宏观群0,0,1.3866,8.9424
0262,1,流失预警型,0.5243,宏观群0,0,6.1106,6.5745
0263,3,促销敏感型2,0.8449,宏观群1,0,5.5785,4.1248
0264,2,高价值稳定型,0.5833,宏观群0,0,2.5065,7.8277
0265,2,高价值稳定型,0.9896,宏观群0,0,0.2943,8.8091
0266,2,高价值稳定型,0.8545,宏观群0,0,1.3825,7.8241
0267,2,高价值稳定型,0.9163,宏观群0,0,0.6365,8.9397
0268,4,高价值稳定型2,0.8951,宏观群0,0,3.3733,8.1169
0269,2,高价值稳定型,0.9531,宏观群0,0,0.7869,7.8159
0270,2,高价值稳定型,0.9273,宏观群0,0,0.7852,9.1505
0271,2,高价值稳定型,0.9588,宏观群0,0,0.7981,7.4631
0272,3,促销敏感型2,0.7665,宏观群0,0,5.7852,9.5397
0273,2,高价值稳定型,0.57,宏观群0,0,3.1661,7.28
0274,2,高价值稳定型,0.9941,宏观群0,0,0.9333,9.1237
0275,1,流失预警型,0.9996,宏观群0,0,6.5771,6.1182
0276,5,生鲜高频型,0.6438,宏观群1,0,6.2557,4.4654
0277,1,流失预警型,0.3606,宏观群0,0,2.7855,8.0113
0278,4,高价值稳定型2,0.8937,宏观群0,0,2.4849,8.079
0279,4,高价值稳定型2,0.961,宏观群0,0,3.7386,7.6664
0280,2,高价值稳定型,0.8381,宏观群0,0,1.8392,7.2946
0281,2,高价值稳定型,0.538,宏观群0,0,0.6212,8.4128
0282,3,促销敏感型2,0.8019,宏观群0,0,7.8717,6.5808
0283,3,促销敏感型2,0.9875,宏观群0,0,7.0799,10.609
0284,2,高价值稳定型,0.9968,宏观群0,0,0.1494,8.6162
0285,5,生鲜高频型,0.9762,宏观群1,0,6.1732,3.513
0286,2,高价值稳定型,0.9328,宏观群0,0,0.5937,8.0688
0287,4,高价值稳定型2,0.6998,宏观群0,0,1.6458,8.9125
0288,3,促销敏感型2,0.91,宏观群1,0,4.338,4.2811
0289,0,促销敏感型,0.9998,宏观群0,0,5.9613,11.0354
0290,3,促销敏感型2,0.966,宏观群0,0,7.2311,8.8735
0291,5,生鲜高频型,0.8655,宏观群1,0,5.7021,4.231
0292,0,促销敏感型,0.7941,宏观群1,0,6.6718,4.6567
0293,5,生鲜高频型,0.6292,宏观群1,0,5.9335,4.5631
0294,4,高价值稳定型2,0.7295,宏观群0,0,1.6805,8.7727
0295,5,生鲜高频型,0.9801,宏观群1,0,5.9357,3.5731
0296,3,促销敏感型2,0.9769,宏观群0,0,6.4224,10.3452
0297,4,高价值稳定型2,0.7832,宏观群0,0,2.1461,8.506
0298,4,高价值稳定型2,0.9211,宏观群0,0,3.0552,8.9083
0299,4,高价值稳定型2,0.8859,宏观群0,0,6.354,7.9862
0300,4,高价值稳定型2,0.6394,宏观群0,0,1.211,8.5754
0301,2,高价值稳定型,0.9116,宏观群0,0,2.0461,7.3886
0302,0,促销敏感型,0.991,宏观群0,0,3.2141,7.6666
0303,2,高价值稳定型,0.9909,宏观群0,0,1.1294,8.8519
0304,2,高价值稳定型,0.9988,宏观群0,0,0.1101,8.5323
0305,1,流失预警型,0.9905,宏观群0,0,2.6889,7.323
0306,2,高价值稳定型,0.6577,宏观群0,0,1.2043,8.7519
0307,6,类目集中型,0.6047,宏观群0,0,4.177,7.504
0308,2,高价值稳定型,0.9731,宏观群0,0,1.6346,7.7228
0309,2,高价值稳定型,0.9596,宏观群0,0,0.5683,8.6534
0310,0,促销敏感型,0.8616,宏观群0,0,4.5325,7.0526
0311,2,高价值稳定型,0.54,宏观群0,0,1.3479,7.337
0312,1,流失预警型,0.9939,宏观群0,0,7.1031,9.5299
0313,4,高价值稳定型2,0.5282,宏观群0,0,1.8657,7.913
0314,2,高价值稳定型,0.9465,宏观群0,0,1.796,6.1515
0315,2,高价值稳定型,0.7027,宏观群0,0,2.2079,7.1005
0316,2,高价值稳定型,0.9338,宏观群0,0,1.5592,7.8387
0317,2,高价值稳定型,0.9358,宏观群0,0,1.6561,8.4143
0318,2,高价值稳定型,0.961,宏观群0,0,0.8802,9.1807
0319,3,促销敏感型2,0.9994,宏观群0,0,5.4366,9.8925
0320,5,生鲜高频型,0.8816,宏观群1,0,5.4231,4.1144
0321,4,高价值稳定型2,0.8354,宏观群0,0,2.3214,7.819
0322,1,流失预警型,1.0,宏观群0,0,6.0698,6.5417
0323,3,促销敏感型2,0.7704,宏观群0,0,6.9557,7.3339
0324,1,流失预警型,0.641,宏观群0,0,7.1876,6.6444
0325,2,高价值稳定型,0.7262,宏观群0,0,1.6128,7.003
0326,2,高价值稳定型,0.9488,宏观群0,0,0.9046,8.9954
0327,2,高价值稳定型,0.9854,宏观群0,0,0.784,7.3818
0328,1,流失预警型,0.9024,宏观群0,0,3.8869,6.9888
0329,4,高价值稳定型2,0.9603,宏观群0,0,4.1256,7.7929
0330,2,高价值稳定型,0.7048,宏观群0,0,4.2713,7.2842
0331,2,高价值稳定型,0.8492,宏观群0,0,2.0292,8.4398
0332,6,类目集中型,0.3928,宏观群0,0,6.0055,7.7635
0333,4,高价值稳定型2,0.956,宏观群0,0,6.0619,9.5773
0334,1,流失预警型,0.9319,宏观群0,0,2.6433,7.3358
0335,0,促销敏感型,0.4797,宏观群0,0,6.8506,6.8034
0336,4,高价值稳定型2,0.8414,宏观群0,0,2.4303,8.2867
0337,2,高价值稳定型,0.8315,宏观群0,0,0.5303,8.347
0338,6,类目集中型,0.995,宏观群0,0,8.2599,7.9667
0339,2,高价值稳定型,0.9699,宏观群0,0,0.1986,8.52
0340,3,促销敏感型2,0.85,宏观群0,0,7.7181,6.8034
0341,0,促销敏感型,0.6867,宏观群0,0,4.3777,9.5848
0342,0,促销敏感型,0.4485,宏观群1,0,6.0308,4.5636
0343,1,流失预警型,0.7318,宏观群0,0,5.2675,6.4479
0344,2,高价值稳定型,0.994,宏观群0,0,0.9735,9.1504
0345,3,促销敏感型2,0.5487,宏观群0,0,6.273,9.9721
0346,2,高价值稳定型,0.9069,宏观群0,0,2.0136,8.0537
0347,4,高价值稳定型2,0.6115,宏观群0,0,2.9744,8.947
0348,2,高价值稳定型,0.9985,宏观群0,0,0.0841,8.5943
0349,2,高价值稳定型,0.7136,宏观群0,0,2.3392,6.3549
0350,4,高价值稳定型2,0.6767,宏观群0,0,4.507,8.3114
0351,4,高价值稳定型2,0.5025,宏观群0,0,6.6347,7.432
0352,2,高价值稳定型,0.9975,宏观群0,0,0.8044,9.1823
0353,2,高价值稳定型,0.9845,宏观群0,0,1.2393,8.7134
0354,2,高价值稳定型,0.9067,宏观群0,0,1.2468,8.5211
0355,2,高价值稳定型,0.9022,宏观群0,0,1.8361,7.5559
0356,1,流失预警型,0.997,宏观群0,0,6.0704,6.4852
0357,2,高价值稳定型,0.9595,宏观群0,0,1.7431,6.4305
0358,6,类目集中型,0.7293,宏观群0,0,7.7496,7.7795
0359,1,流失预警型,0.9998,宏观群0,0,6.1221,5.9154
0360,3,促销敏感型2,0.9357,宏观群0,0,6.5919,9.9819
0361,2,高价值稳定型,0.5412,宏观群0,0,2.8487,7.6766
0362,4,高价值稳定型2,0.7921,宏观群0,0,6.2787,9.1062
0363,3,促销敏感型2,0.9978,宏观群0,0,7.6021,9.1284
0364,3,促销敏感型2,0.6988,宏观群1,0,5.5575,4.0474
0365,2,高价值稳定型,0.6234,宏观群0,0,1.2766,8.3401
0366,5,生鲜高频型,0.9993,宏观群1,0,5.9445,2.9468
0367,4,高价值稳定型2,0.938,宏观群0,0,3.8529,8.9371
0368,4,高价值稳定型2,0.7469,宏观群0,0,3.4465,7.8787
0369,0,促销敏感型,0.5948,宏观群0,0,3.3628,7.6794
0370,1,流失预警型,1.0,宏观群0,0,6.0563,6.6248
0371,2,高价值稳定型,0.9481,宏观群0,0,0.6877,7.334
0372,2,高价值稳定型,0.9989,宏观群0,0,0.4746,9.0988
0373,4,高价值稳定型2,0.8607,宏观群0,0,2.6637,8.7332
0374,2,高价值稳定型,0.6395,宏观群0,0,2.2717,7.903
0375,4,高价值稳定型2,0.8704,宏观群0,0,1.9155,8.7239
0376,5,生鲜高频型,0.6578,宏观群1,0,4.9107,4.0025
0377,2,高价值稳定型,0.5015,宏观群0,0,1.8392,7.7012
0378,4,高价值稳定型2,0.9275,宏观群0,0,2.9039,8.651
0379,5,生鲜高频型,0.8963,宏观群1,0,6.0859,3.9626
0380,2,高价值稳定型,0.7655,宏观群0,0,2.0739,8.8001
0381,2,高价值稳定型,0.9944,宏观群0,0,0.9634,8.8306
0382,4,高价值稳定型2,0.8653,宏观群0,0,2.2314,8.0108
0383,4,高价值稳定型2,0.6385,宏观群0,0,1.0408,7.9578
0384,6,类目集中型,0.9914,宏观群0,0,7.8184,7.2329
0385,2,高价值稳定型,0.7103,宏观群0,0,1.1344,8.5367
0386,2,高价值稳定型,0.6238,宏观群0,0,2.4713,7.3249
0387,4,高价值稳定型2,0.8693,宏观群0,0,3.3589,8.0644
0388,0,促销敏感型,0.9694,宏观群0,0,2.2132,8.1843
0389,2,高价值稳定型,0.7855,宏观群0,0,2.0211,8.571
0390,3,促销敏感型2,0.5964,宏观群0,0,5.4691,7.0465
